eltron_stiebel;WPL_10;w-w;scroll;R410a;INCOMP::AN[0.2];water;301325;201325;0;mass;mass;;
;ua_l;ua_s;d_T_sh;PD;eta;P_loss;C;delta_p;fun;message;nit;success;execution_time
DE;11083.98722;13991.78023;0.044166948;0.001847193;0.659378226;6.182929508;0.000338542;2.543479984;0.021610799;Optimization terminated successfully.;163;True;6.089274963
